2026-05-30 18:23:27 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:27 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:27 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:27 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:30 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:30 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:30 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:30 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:33 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:33 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:33 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:33 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:35 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:35 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:35 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:35 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:47 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:47 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:48 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:48 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:48 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:48 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:48 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:48 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:49 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:49 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:49 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:49 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:49 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:49 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:50 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:50 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:51 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:51 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:51 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:51 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:51 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:51 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:54 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:54 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:57 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:57 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:23:59 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:23:59 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:01 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:01 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:01 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:01 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:01 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:01 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:02 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:02 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:05 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:05 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:21 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:21 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:23 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:23 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:24 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:24 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:31 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:31 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:33 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:33 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:35 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:35 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:38 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:38 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:39 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:39 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:39 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:39 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:39 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:39 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:40 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:40 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:40 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:40 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:41 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:41 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:42 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:42 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:42 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:42 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:44 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:44 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:44 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:44 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:44 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:44 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:45 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:45 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:24:47 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:24:47 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:00 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:00 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:04 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:04 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:04 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:04 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:05 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:05 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:05 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:05 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:06 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:06 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:09 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:09 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:10 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:10 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:29 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:29 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:31 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:31 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:31 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:31 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:32 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:32 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:32 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:32 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:32:59 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:32:59 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:00 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:00 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:01 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:01 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:01 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:01 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:02 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:02 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:03 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:03 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:04 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:04 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:04 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:04 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:05 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:05 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:33:05 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:33:05 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:09 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:09 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:14 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:14 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:15 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:15 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:16 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:16 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:16 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:16 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:33 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:33 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:34 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:34 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:42 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:42 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 18:34:46 | INFO | __main__ | streamlit_app.py:81 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 18:34:46 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 19:14:53 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 19:14:53 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 19:14:53 | ERROR | utils.gradcam | gradcam.py:20 | Error creating Grad-CAM model: No such layer: ('depthwise_separable_conv_1',). Existing layers are: ['input_layer', 'conv2d', 'batch_normalization', 're_lu', 'max_pooling2d', 'conv2d_1', 'batch_normalization_1', 're_lu_1', 'max_pooling2d_1', 'conv2d_2', 'batch_normalization_2', 're_lu_2', 'max_pooling2d_2', 'conv2d_3', 'conv2d_5', 'avg2_max_pooling', 'batch_normalization_5', 'conv2d_4', 're_lu_3', 'avg2_max_pooling_1', 'max_pooling2d_5', 'resizing', 'concatenate', 'conv2d_6', 'conv2d_8', 'avg2_max_pooling_2', 'batch_normalization_8', 'conv2d_7', 're_lu_4', 'avg2_max_pooling_3', 'max_pooling2d_8', 'resizing_1', 'concatenate_1', 'conv2d_9', 'batch_normalization_9', 're_lu_5', 'depthwise_separable_conv', 'conv2d_11', 'batch_normalization_11', 're_lu_6', 'depthwise_separable_conv_1', 'global_average_pooling2d', 'dense'].
2026-05-30 19:15:46 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:15:46 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:15:46 | ERROR | utils.gradcam | gradcam.py:20 | Error creating Grad-CAM model: No such layer: ('depthwise_separable_conv_1',). Existing layers are: ['input_layer', 'conv2d', 'batch_normalization', 're_lu', 'max_pooling2d', 'conv2d_1', 'batch_normalization_1', 're_lu_1', 'max_pooling2d_1', 'conv2d_2', 'batch_normalization_2', 're_lu_2', 'max_pooling2d_2', 'conv2d_3', 'conv2d_5', 'avg2_max_pooling', 'batch_normalization_5', 'conv2d_4', 're_lu_3', 'avg2_max_pooling_1', 'max_pooling2d_5', 'resizing', 'concatenate', 'conv2d_6', 'conv2d_8', 'avg2_max_pooling_2', 'batch_normalization_8', 'conv2d_7', 're_lu_4', 'avg2_max_pooling_3', 'max_pooling2d_8', 'resizing_1', 'concatenate_1', 'conv2d_9', 'batch_normalization_9', 're_lu_5', 'depthwise_separable_conv', 'conv2d_11', 'batch_normalization_11', 're_lu_6', 'depthwise_separable_conv_1', 'global_average_pooling2d', 'dense'].
2026-05-30 19:17:04 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:17:04 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:17:05 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:17:10 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 19:17:10 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 19:17:10 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:17:15 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 19:17:15 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 19:17:15 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:08 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:08 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:09 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:09 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:09 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:09 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:10 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:10 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:11 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:11 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:13 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:13 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:14 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:20 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:20 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:20 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:21 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:21 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:22 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:22 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:22 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:23 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:23 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:21:23 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (1024, 1024) and mode : RGBA
2026-05-30 19:21:24 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:21:38 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : lbox_37464-Afbeelding1.jpg
2026-05-30 19:21:38 | INFO | utils.processing | processing.py:18 | Preprocessing image of size : (600, 450) and mode : RGB
2026-05-30 19:21:38 | INFO | utils.report_generator | report_generator.py:31 | Generating enhanced medical report for: Benign (Non-Cancerous)
2026-05-30 19:23:51 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
2026-05-30 19:23:51 | INFO | __main__ | streamlit_app.py:82 | file uploaded in streamlit : Gemini_Generated_Image_upizr2upizr2upiz.png
